,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
37,Mount Gambier,75,AU,1612481952,94,-37.8333,140.7667,55.4,17.27
38,Limbang,75,MY,1612482435,89,4.75,115.0,78.8,3.44
39,Örnsköldsvik,82,SE,1612482435,86,63.2909,18.7153,19.4,8.05
40,Upernavik,40,GL,1612482160,69,72.7868,-56.1549,-7.37,4.68
41,Busselton,0,AU,1612482153,75,-33.65,115.3333,60.01,1.01
42,Beringovskiy,100,RU,1612482198,92,63.05,179.3167,-0.83,8.97
43,Vaini,75,TO,1612482156,94,-21.2,-175.2,80.6,6.91
44,Banda Aceh,42,ID,1612482435,80,5.5577,95.3222,76.82,13.42
45,Chui,62,UY,1612482214,84,-33.6971,-53.4616,64.98,13.02
46,Hirara,20,JP,1612482436,72,24.8,125.2833,62.6,5.75
47,Kloulklubed,75,PW,1612482225,74,7.0419,134.2556,84.2,11.5
48,Basco,68,PH,1612482436,73,20.4487,121.9702,70.79,22.24
49,Langfang,57,CN,1612482377,44,39.5097,116.6947,36.0,0.4
50,Longyearbyen,75,SJ,1612482146,67,78.2186,15.6401,17.6,13.8
51,Morehead,90,US,1612482436,87,37.2711,-87.1764,45.0,10.36
52,Görele,0,TR,1612482436,30,41.0308,39.0031,68.0,14.97
53,Mahébourg,40,MU,1612482163,73,-20.4081,57.7,78.8,11.5
54,Faanui,15,PF,1612482234,69,-16.4833,-151.75,81.19,7.18
55,Novo Aripuanã,77,BR,1612482437,87,-5.1206,-60.3797,78.6,2.15
56,Yellowknife,20,CA,1612482065,68,62.456,-114.3525,-25.6,10.36
57,Manado,40,ID,1612482437,100,1.487,124.8455,75.2,1.23
58,Kavieng,95,PG,1612482226,75,-2.5744,150.7967,83.8,6.98
59,Batticaloa,99,LK,1612482437,81,7.7102,81.6924,76.95,10.94
60,Narsaq,88,GL,1612482206,53,60.9167,-46.05,15.8,6.26
61,Cidreira,45,BR,1612482157,71,-30.1811,-50.2056,69.22,15.93
62,Laas,0,IT,1612482178,86,46.6166,10.7002,39.0,3.58
63,Aksu,10,CN,1612482241,87,41.1231,80.2644,21.34,1.9
64,Arraial do Cabo,0,BR,1612482189,81,-22.9661,-42.0278,77.85,27.11
65,Aného,40,TG,1612482438,84,6.2333,1.6,84.2,10.36
66,Tautira,40,PF,1612482438,78,-17.7333,-149.15,78.8,8.05
67,Avarua,95,CK,1612482157,70,-21.2078,-159.775,84.2,5.75
68,Port Townsend,90,US,1612482438,93,48.117,-122.7605,45.0,4.61
69,Hambantota,89,LK,1612482227,77,6.1241,81.1185,75.15,16.51
70,Shingū,40,JP,1612482439,56,33.7333,135.9833,41.0,8.05
71,Cape Town,0,ZA,1612482161,77,-33.9258,18.4232,68.0,9.22
72,Verkhnevilyuysk,66,RU,1612482439,80,63.4453,120.3167,-41.6,3.89
73,Atuona,25,PF,1612482191,71,-9.8,-139.0333,78.55,10.8
74,Valmiera,58,LV,1612482439,91,57.5411,25.4275,10.99,1.01
75,Impfondo,54,CG,1612482439,78,1.6381,18.0667,73.51,3.04
76,Stromness,75,GB,1612482439,60,58.965,-3.296,37.4,21.85
77,East London,91,ZA,1612482162,74,-33.0153,27.9116,72.91,6.71
78,Ilulissat,0,GL,1612482171,35,69.2167,-51.1,-0.4,14.97
79,Comodoro Rivadavia,0,AR,1612482439,40,-45.8667,-67.5,75.25,8.66
80,Chokurdakh,49,RU,1612482194,87,70.6333,147.9167,-13.02,20.04
81,Lebu,0,CL,1612482150,74,-37.6167,-73.65,63.23,2.19
82,Am Timan,8,TD,1612482154,21,11.0297,20.2827,73.8,8.86
83,Tessalit,75,ML,1612482440,21,20.1986,1.0114,68.31,14.94
84,São João da Barra,3,BR,1612481987,81,-21.6403,-41.0511,78.15,22.64
85,Nikolskoye,90,RU,1612482152,85,59.7035,30.7861,9.0,8.95
86,Evensk,100,RU,1612482167,88,61.95,159.2333,1.56,20.51
87,Clyde River,90,CA,1612482173,76,70.4692,-68.5914,-18.4,14.97
88,New Norfolk,78,AU,1612482190,65,-42.7826,147.0587,73.0,1.01
89,Punta Arenas,0,CL,1612482151,47,-53.15,-70.9167,55.4,26.46
90,Katherine,90,AU,1612482441,89,-14.4667,132.2667,78.8,9.22
91,Tonantins,86,BR,1612482441,94,-2.8731,-67.8022,76.6,1.63
92,Norman Wells,20,CA,1612482180,67,65.282,-126.8329,-38.2,2.3
93,Sāsvad,77,IN,1612482441,47,18.3333,74.0333,62.74,3.67
94,Conceição do Araguaia,40,BR,1612482441,81,-8.2578,-49.2647,77.16,3.69
95,Barrow,1,US,1612481911,83,71.2906,-156.7887,-25.6,6.91
96,Puerto Ayora,39,EC,1612482159,88,-0.7393,-90.3518,79.0,7.0
97,Pisco,0,PE,1612482191,69,-13.7,-76.2167,75.2,19.57
98,Aleksandrov Gay,93,RU,1612482441,95,50.147,48.5704,36.72,12.64
99,Lata,97,PT,1612482277,85,40.1629,-8.3327,52.0,1.54
100,Berlevåg,100,NO,1612482442,91,70.8578,29.0864,28.47,17.98
101,Lorengau,99,PG,1612482276,80,-2.0226,147.2712,80.83,6.2
102,Lagoa,25,PT,1612482166,73,39.05,-27.9833,54.86,21.52
103,Sorong,100,ID,1612482442,70,-0.8833,131.25,83.25,5.41
104,Sinnamary,94,GF,1612482184,80,5.3833,-52.95,77.29,13.6
105,Katangli,100,RU,1612482442,87,51.7102,143.2326,-9.06,15.99
106,Ribeira Grande,32,PT,1612482174,71,38.5167,-28.7,55.65,21.0
107,Souillac,40,MU,1612482193,73,-20.5167,57.5167,78.8,11.5
108,Qaanaaq,55,GL,1612482156,61,77.484,-69.3632,-20.94,8.57
109,Moose Factory,75,CA,1612482443,59,51.2585,-80.6094,33.8,9.22
110,Pevek,3,RU,1612482156,78,69.7008,170.3133,-13.05,10.96
111,Batagay-Alyta,99,RU,1612482443,86,67.8006,130.4114,-20.4,0.74
112,Millinocket,90,US,1612482294,69,45.6573,-68.7098,28.4,6.91
113,Korla,14,CN,1612482443,82,41.7597,86.1469,24.26,3.36
114,Sandakan,40,MY,1612482443,94,5.8402,118.1179,78.8,3.44
115,Yilan,68,TW,1612482443,99,24.757,121.753,64.0,4.16
116,Chernyshevskiy,99,RU,1612482253,85,63.0128,112.4714,-33.65,3.51
117,Wamba,0,NG,1612482275,18,8.9333,8.6,76.73,5.17
118,Bhinga,90,IN,1612482444,54,27.7167,81.9333,57.99,8.79
119,Bluff,58,NZ,1612482180,65,-46.6,168.3333,57.72,7.47
120,Hirado,40,JP,1612482444,93,33.3597,129.5531,46.0,8.05
121,Vredendal,1,ZA,1612482444,93,-31.6683,18.5012,59.77,2.35
122,Bredasdorp,76,ZA,1612482159,77,-34.5322,20.0403,68.0,6.91
123,Padang,20,ID,1612482254,88,-0.9492,100.3543,75.2,3.44
124,Mareeba,40,AU,1612482195,70,-17.0,145.4333,89.01,2.3
125,Hobart,75,AU,1612481936,78,-42.8794,147.3294,73.0,5.75
126,Brae,75,GB,1612482196,60,60.3964,-1.353,35.6,12.66
127,Aklavik,75,CA,1612482241,66,68.2191,-135.0107,-41.8,2.3
128,Aripuanã,72,BR,1612482274,94,-9.1667,-60.6333,76.17,0.87
129,Bambous Virieux,40,MU,1612482215,73,-20.3428,57.7575,79.0,11.5
130,Tukan,100,RU,1612482445,97,53.8409,57.4552,34.39,5.21
131,Dolores,0,AR,1612482445,57,-36.3132,-57.6792,64.78,11.1
132,Wenling,79,CN,1612482445,82,28.3669,121.36,55.0,1.66
133,Shelburne,1,CA,1612482445,64,44.0787,-80.2041,33.8,9.22
134,Mar del Plata,40,AR,1612482157,77,-38.0023,-57.5575,64.99,10.36
135,Port Alfred,16,ZA,1612482165,88,-33.5906,26.891,66.0,8.99
136,Oddur,0,SO,1612482236,92,4.1213,43.8894,66.16,12.12
137,San Jerónimo,85,PE,1612482175,70,-11.9472,-75.2829,53.47,4.36
138,Laguna,1,US,1612482201,39,38.421,-121.4238,60.8,9.22
139,Savonlinna,0,FI,1612482446,78,61.8699,28.88,1.4,8.05
140,Vestmannaeyjar,100,IS,1612482446,72,63.4427,-20.2734,39.85,31.18
141,Assiut,0,EG,1612482446,76,27.181,31.1837,50.0,11.5
142,Yumen,10,CN,1612482192,61,40.2833,97.2,28.71,15.19
143,Tuatapere,78,NZ,1612482204,51,-46.1333,167.6833,67.39,4.41
144,Vuktyl,97,RU,1612482446,95,63.8567,57.3094,11.3,7.14
145,Hasaki,20,JP,1612482163,56,35.7333,140.8333,37.4,6.91
146,Lexington,90,US,1612482151,69,37.9887,-84.4777,39.0,6.91
147,Manavālakurichi,20,IN,1612482446,73,8.1333,77.3,78.8,2.3
148,Flin Flon,75,CA,1612482305,77,54.7682,-101.865,-4.0,10.36
149,Saint Paul Harbor,0,US,1612482151,90,57.79,-152.4072,32.65,2.8
150,Chester,1,US,1612482221,59,40.1254,-75.8749,33.01,3.44
151,Torbay,90,CA,1612482174,100,47.6666,-52.7314,42.01,2.3
152,Pemangkat,100,ID,1612482279,90,1.1667,108.9667,76.71,8.93
153,Soe,87,ID,1612482447,96,-9.8607,124.284,70.61,8.66
154,Lusaka,94,ZM,1612482447,93,-15.4067,28.2871,64.67,3.33
155,Yenagoa,0,NG,1612482192,86,4.9247,6.2642,79.39,4.65
156,Minot,1,US,1612482447,61,48.2325,-101.2963,6.8,24.16
157,San Nicolas,20,PH,1612482447,88,18.1725,120.5953,66.2,2.3
158,Adrar,26,MR,1612482204,19,20.5022,-10.0711,71.02,9.75
159,Honiara,73,SB,1612482448,67,-9.4333,159.95,84.96,7.31
160,Bengkulu,75,ID,1612482182,84,-3.8004,102.2655,75.33,4.43
161,Gigmoto,83,PH,1612482448,84,13.7796,124.39,78.42,16.13
162,Mazamari,96,PE,1612482448,82,-11.3258,-74.5308,71.92,0.92
163,Salalah,40,OM,1612482448,73,17.0151,54.0924,71.6,4.61
164,Ponta do Sol,94,PT,1612482181,64,32.6667,-17.1,50.0,5.01
165,Arlit,26,NE,1612482448,25,18.7369,7.3853,64.76,9.46
166,Sena Madureira,91,BR,1612482448,88,-9.0656,-68.6569,76.89,0.87
167,Saint Anthony,75,US,1612482230,62,45.0205,-93.218,19.4,13.8
168,Son La,7,VN,1612482449,94,21.3167,103.9,55.63,2.13
169,Vardø,75,NO,1612482262,86,70.3705,31.1107,23.0,17.27
170,Ixtapa,1,MX,1612482270,78,20.7,-105.2,73.4,10.36
171,Itarema,78,BR,1612482255,79,-2.9248,-39.9167,78.57,12.06
172,Vila Franca do Campo,20,PT,1612482191,62,37.7167,-25.4333,55.4,9.22
173,Yarmouth,90,US,1612482283,65,41.7057,-70.2286,37.4,4.61
174,Dubai,0,AE,1612482302,32,25.2582,55.3047,68.0,4.61
175,Kanashevo,90,RU,1612482449,100,55.2169,62.0634,28.4,2.24
176,Borba,82,BR,1612482450,95,-4.3878,-59.5939,76.41,3.27
177,Springboro,90,US,1612482384,80,39.5523,-84.2333,36.0,12.66
178,Mayumba,100,GA,1612482450,85,-3.432,10.6554,79.63,4.56
179,Kimbe,100,PG,1612482450,91,-5.5502,150.1429,76.14,2.84
180,Praia,75,CV,1612482450,73,14.9215,-23.5087,69.8,16.11
181,Jiamusi,97,CN,1612482450,86,46.8333,130.35,-6.99,6.6
182,Codrington,100,AU,1612482179,80,-38.2667,141.9667,55.58,11.77
183,Saint George,1,US,1612482193,24,37.1041,-113.5841,55.0,8.05
184,Gaoua,3,BF,1612482450,19,10.2992,-3.2508,76.3,1.45
185,Dukat,100,RU,1612482203,85,62.55,155.55,-21.06,4.59
186,Seoul,0,KR,1612482163,68,37.5683,126.9778,26.6,5.75
187,Klaksvík,20,FO,1612482230,64,62.2266,-6.589,33.8,19.57
188,Manggar,84,ID,1612482445,83,-2.8833,108.2667,79.34,9.75
189,Severo-Kuril'sk,77,RU,1612482154,88,50.6789,156.125,11.88,10.85
190,Margate,79,GB,1612482164,90,51.3813,1.3862,48.0,4.0
191,Selma,1,US,1612482451,71,36.5708,-119.6121,55.99,6.02
192,Kwang Binh,39,VN,1612482451,88,17.4833,106.6,69.3,7.85
193,Yangi Marg`ilon,4,UZ,1612482278,64,40.4272,71.7189,32.0,6.91
194,Nanortalik,96,GL,1612482183,78,60.1432,-45.2371,21.49,7.43
195,George Town,20,MY,1612482193,83,5.4112,100.3354,75.2,7.76
196,Hofn,100,IS,1612482215,80,64.2539,-15.2082,35.92,16.02
197,Fuyu,95,CN,1612482451,95,45.1833,124.8167,9.5,6.4
198,Flinders,47,AU,1612482250,75,-34.5833,150.8552,81.0,5.01
199,Ponta Delgada,20,PT,1612482452,62,37.7333,-25.6667,55.4,9.22
200,Dunedin,37,NZ,1612482207,69,-45.8742,170.5036,55.99,21.99
201,Mgandu,60,TZ,1612482452,97,-5.95,34.1333,60.3,3.27
202,Harrai,0,IN,1612482452,34,22.6167,79.2167,58.62,4.34
203,Cabedelo,0,BR,1612482273,83,-6.9811,-34.8339,78.8,6.91
204,Birecik,0,TR,1612482452,81,37.0294,37.9903,46.4,5.19
205,Cockburn Town,0,TC,1612482237,67,21.4612,-71.1419,74.23,15.77
206,Portland,90,US,1612482356,87,45.5234,-122.6762,46.0,5.75
207,Eureka,5,US,1612482452,66,40.8021,-124.1637,57.99,5.01
208,Sandy Bay,75,AU,1612482453,88,-42.913,147.3532,73.99,4.61
209,Alofi,75,NU,1612482176,78,-19.0595,-169.9187,82.4,10.36
210,Broken Hill,75,AU,1612482281,48,-31.95,141.4333,64.4,10.36
211,Morgan City,90,US,1612482453,77,29.6994,-91.2068,66.2,9.22
212,Saint-Philippe,75,RE,1612482183,69,-21.3585,55.7679,80.6,4.61
213,Luba,20,GQ,1612482268,88,3.4568,8.5547,77.0,3.44
214,Solnechnyy,41,RU,1612482453,82,50.7214,136.6319,-16.47,2.57
215,Puerto Quijarro,100,BO,1612482453,92,-17.7833,-57.7667,77.18,3.18
216,Kulhudhuffushi,100,MV,1612482454,72,6.6221,73.07,81.03,4.21
217,Swellendam,57,ZA,1612482454,77,-34.0226,20.4417,68.0,6.91
218,Rocha,100,UY,1612482262,76,-34.4833,-54.3333,66.33,17.2
219,Butaritari,100,KI,1612482186,86,3.0707,172.7902,79.63,13.51
220,Port Macquarie,13,AU,1612482454,65,-31.4333,152.9167,82.99,1.01
221,Karatuzskoye,100,RU,1612482454,95,53.6072,92.8667,13.26,2.55
222,Moranbah,45,AU,1612482454,56,-22.0016,148.0466,83.77,12.1
223,Polunochnoye,100,RU,1612482454,96,60.8697,60.4153,3.96,1.36
224,Kupang,40,ID,1612482454,94,-10.1667,123.5833,80.6,6.91
225,Rawson,0,AR,1612482163,20,-43.3002,-65.1023,85.91,25.19
226,Bukama,87,CD,1612482455,88,-9.2,25.85,69.15,1.61
227,Port Hawkesbury,90,CA,1612482440,100,45.6169,-61.3485,36.0,3.44
228,Saint-François,100,FR,1612482271,93,46.4154,3.9054,46.0,1.81
229,Kailua,75,US,1612482455,60,21.4022,-157.7394,71.6,13.8
230,São Filipe,91,CV,1612482161,78,14.8961,-24.4956,71.51,12.17
231,Panama City,20,PA,1612482128,65,8.9936,-79.5197,86.0,12.66
232,Dingle,66,PH,1612482455,86,10.9995,122.6711,78.06,11.3
233,Bathsheba,20,BB,1612482203,61,13.2167,-59.5167,78.8,19.57
234,Port Blair,0,IN,1612482305,82,11.6667,92.75,77.94,9.26
235,Andenes,100,NO,1612482456,86,69.3143,16.1194,33.8,23.02
236,Kabanga,86,TZ,1612482456,96,-2.6386,30.4678,59.0,1.83
237,Halifax,100,CA,1612482303,100,44.6453,-63.5724,36.0,3.11
238,Castro,49,BR,1612482153,95,-24.7911,-50.0119,67.1,4.79
239,Nombre de Jesús,40,HN,1612482456,78,15.35,-86.6833,78.8,5.75
240,Port Elizabeth,0,ZA,1612482013,88,-33.918,25.5701,66.2,2.3
241,Husavik,0,IS,1612482269,63,66.0449,-17.3389,26.6,13.8
242,Doka,0,SD,1612482456,24,13.5167,35.7667,69.39,11.68
243,Bethel,1,US,1612482182,69,41.3712,-73.414,33.8,2.66
244,Westport,1,US,1612482188,56,41.1415,-73.3579,37.4,3.44
245,Pangnirtung,90,CA,1612482241,78,66.1451,-65.7125,8.6,9.22
246,Roald,20,NO,1612482199,50,62.5833,6.1333,23.0,5.75
247,Ciudad Bolivar,63,VE,1612482457,61,8.1222,-63.5497,82.85,14.92
248,Huambo,82,AO,1612482457,67,-12.7761,15.7392,64.51,2.59
249,Namatanai,78,PG,1612482457,69,-3.6667,152.4333,84.76,3.27
250,Torre Pacheco,90,ES,1612482457,100,37.7429,-0.954,57.2,10.36
251,Airai,100,TL,1612482184,100,-8.9266,125.4092,65.64,4.09
252,Srednekolymsk,91,RU,1612482458,82,67.45,153.6833,-7.17,16.91
253,Kenai,90,US,1612482376,79,60.5544,-151.2583,19.4,8.05
254,Basqal,90,AZ,1612482458,93,40.7552,48.391,37.4,5.59
255,Fortuna,1,US,1612482205,71,40.5982,-124.1573,55.0,11.5
256,Boende,100,CD,1612482458,95,-0.2167,20.8667,73.18,1.74
257,Kavaratti,61,IN,1612482229,76,10.5669,72.642,80.76,10.67
258,Saint-Augustin,100,CA,1612482159,97,51.226,-58.6502,34.57,8.23
259,Kahului,75,US,1612482173,60,20.8947,-156.47,73.4,11.5
260,College,20,US,1612482235,76,64.8569,-147.8028,-13.0,5.75
261,Villazón,93,BO,1612482459,68,-22.0866,-65.5942,53.29,14.54
262,Hay River,99,CA,1612482220,63,60.8156,-115.7999,-20.2,12.66
263,Grindavik,75,IS,1612482173,87,63.8424,-22.4338,37.4,26.46
264,Forsytheganj,94,BY,1612482459,94,52.6333,29.7333,13.8,13.44
265,Kichera,100,RU,1612482200,88,55.9375,110.0997,1.98,0.89
266,San Ignacio,0,BZ,1612482459,61,17.1561,-89.0714,82.4,6.91
267,Vavatenina,50,MG,1612482459,93,-17.4667,49.2,72.36,2.44
268,Richards Bay,100,ZA,1612482201,91,-28.783,32.0377,74.71,8.61
269,Teyateyaneng,0,LS,1612482459,93,-29.1472,27.7489,57.06,2.84
270,Heihe,40,CN,1612482459,84,50.2441,127.4902,-11.2,4.47
271,Thompson,90,CA,1612482270,77,55.7435,-97.8558,-7.6,9.22
272,Voyvozh,100,RU,1612482460,97,62.892,54.9635,15.21,7.09
273,Carahue,0,CL,1612482460,31,-38.7,-73.1667,95.0,9.22
274,Masterton,98,NZ,1612482460,56,-40.9597,175.6575,69.01,4.0
275,Coquimbo,75,CL,1612481895,82,-29.9533,-71.3436,60.8,9.22
276,Dārāb,0,IR,1612482460,41,28.7519,54.5444,49.1,1.54
277,Departamento de Maldonado,75,UY,1612482460,77,-34.6667,-54.9167,69.01,23.02
278,Ayan,98,RU,1612482460,75,56.45,138.1667,-15.68,12.06
279,São José da Coroa Grande,6,BR,1612482460,81,-8.8978,-35.1478,78.76,10.63
280,Mitú,96,CO,1612482461,97,1.1983,-70.1733,73.09,1.5
281,Chicama,98,PE,1612482461,83,-7.8447,-79.1469,71.6,9.22
282,Ashquelon,100,IL,1612482461,100,31.6693,34.5715,55.99,12.12
283,Auki,66,SB,1612482461,70,-8.7676,160.7034,84.47,8.5
284,Khor,18,RU,1612482461,85,47.8861,134.9464,-12.77,12.06
285,Lavrentiya,100,RU,1612482221,87,65.5833,-171.0,-7.71,20.45
286,Mapiripán,90,CO,1612482462,85,2.8892,-72.1256,77.05,5.91
287,Botiza,90,RO,1612482462,93,47.6667,24.15,41.0,1.32
288,Enniskerry,98,IE,1612482462,94,53.1925,-6.1692,45.0,6.29
289,Kangasala,52,FI,1612482462,85,61.4638,24.076,5.0,5.75
290,Buala,24,SB,1612482239,76,-8.145,159.5921,83.95,9.26
291,Penzance,40,GB,1612482462,93,50.1186,-5.5371,46.4,11.5
292,Darjeeling,0,IN,1612482462,85,27.0333,88.2667,38.55,5.28
293,Cururupu,42,BR,1612482463,87,-1.8283,-44.8683,76.78,4.0
294,Vangaindrano,36,MG,1612482463,91,-23.35,47.6,76.14,5.21
295,Lyuban',70,BY,1612482463,95,52.7985,28.0048,11.43,11.59
296,Caravelas,2,BR,1612482255,81,-17.7125,-39.2481,77.59,7.2
297,Esperance,40,AU,1612482161,67,-33.8667,121.9,59.0,4.61
298,Les Cayes,6,HT,1612482463,77,18.2,-73.75,75.51,4.83
299,Ostrovnoy,100,RU,1612482219,93,68.0531,39.5131,11.12,21.39
300,Tiznit Province,100,MA,1612482463,79,29.5833,-9.5,50.7,6.51
301,Daru,52,PG,1612482463,71,-9.0763,143.2092,84.79,12.35
302,Port Hedland,43,AU,1612482464,75,-20.3167,118.5667,83.66,10.27
303,Ossora,96,RU,1612482464,93,59.2353,163.0719,10.63,19.04
304,Adeje,20,ES,1612482300,41,28.1227,-16.726,61.0,8.05
305,Joshīmath,100,IN,1612482464,69,30.5667,79.5667,38.17,1.21
306,Karratha,33,AU,1612482225,76,-20.7377,116.8463,82.54,12.5
307,Youghal,75,IE,1612482464,87,51.95,-7.8506,44.01,10.36
308,São Miguel do Araguaia,57,BR,1612482464,77,-13.275,-50.1628,77.27,3.13
309,Berezovyy,14,RU,1612482465,76,51.6667,135.7,-19.93,2.62
310,Sītāpur,75,IN,1612482465,78,27.5667,80.6833,57.7,7.56
311,Chimoré,100,BO,1612482465,95,-16.9833,-65.1333,71.92,0.76
312,Grants,1,US,1612482465,27,35.1473,-107.8514,46.4,19.57
313,Kawalu,95,ID,1612482465,85,-7.3817,108.2082,73.99,2.15
314,Kruisfontein,0,ZA,1612482211,93,-34.0033,24.7314,64.0,2.71
315,Peace River,40,CA,1612482465,65,56.2501,-117.286,-4.0,6.91
316,Sistranda,20,NO,1612482465,92,63.7256,8.834,15.8,11.5
317,Tshikapa,49,CD,1612482465,87,-6.4167,20.8,71.47,1.68
318,Livingstone,56,ZM,1612482466,94,-17.8419,25.8543,67.71,2.77
319,Khilok,87,RU,1612482160,92,51.3674,110.4676,10.24,8.01
320,Tibacuy,65,CO,1612482466,41,4.3511,-72.4564,89.46,7.9
321,Verāval,0,IN,1612482466,54,20.9,70.3667,66.13,12.48
322,Porto-Novo,40,BJ,1612482466,84,6.4965,2.6036,84.2,12.66
323,Kentau,100,KZ,1612482256,65,43.5206,68.5094,39.06,2.73
324,Baharly,82,TM,1612482466,43,38.4362,57.4316,51.04,4.65
325,Ahipara,83,NZ,1612482247,60,-35.1667,173.1667,71.2,4.07
326,Zyryanka,100,RU,1612482467,89,65.75,150.85,-11.04,20.4
327,Avera,75,US,1612482236,37,33.194,-82.5271,51.8,5.75
328,Pryazha,100,RU,1612482467,79,61.6926,33.6216,10.4,11.18
329,Carnarvon,100,AU,1612482170,79,-24.8667,113.6333,79.23,23.49
330,Sitka,75,US,1612482236,100,57.0531,-135.33,37.4,13.8
331,Katsuura,20,JP,1612482194,45,35.1333,140.3,44.01,16.11
332,Safford,1,US,1612482467,18,32.834,-109.7076,69.8,23.02
333,Quiruvilca,98,PE,1612482467,98,-7.9667,-78.2,42.22,3.36
334,Ambilobe,71,MG,1612482198,93,-13.2,49.05,74.05,1.95
335,Loa Janan,98,ID,1612482469,92,-0.583,117.095,76.82,1.41
336,Granada,0,ES,1612482469,76,37.1882,-3.6067,53.01,1.14
337,Talara,5,PE,1612482432,80,-4.5772,-81.2719,74.26,13.2
338,Mandan,40,US,1612482469,72,46.8267,-100.8896,12.2,18.41
339,Kargasok,70,RU,1612482469,92,59.0556,80.8572,-5.35,7.09
340,Fare,38,PF,1612482469,66,-16.7,-151.0167,81.82,6.93
341,Bezhetsk,75,RU,1612482469,94,57.7851,36.6965,0.39,7.54
342,Mandalgovi,62,MN,1612482205,85,45.7625,106.2708,15.85,8.9
343,Koutsouras,0,GR,1612482470,77,35.0339,25.9469,55.99,7.43
344,Rurrenabaque,97,BO,1612482470,87,-14.4413,-67.5278,74.05,1.86
345,Gouré,0,NE,1612482470,22,13.9835,10.2704,70.0,11.01
346,Alice Springs,75,AU,1612482111,68,-23.7,133.8833,71.6,12.66
347,Tailai,71,CN,1612482470,93,46.3833,123.4,1.31,3.31
348,Martí,0,CU,1612482470,64,22.9475,-80.9203,68.0,9.22
349,Pervomayskiy,100,RU,1612482470,86,53.2485,40.2871,35.01,8.05
350,Olden,8,NO,1612482470,83,61.8364,6.8064,17.01,1.01
351,Conakry,0,GN,1612482470,69,9.538,-13.6773,80.6,2.3
352,Shimoda,75,JP,1612482246,65,34.6667,138.95,44.6,4.61
353,Camaná,62,PE,1612482471,74,-16.6228,-72.7111,71.51,4.29
354,Bambanglipuro,93,ID,1612482469,82,-7.95,110.2833,79.0,3.65
355,West Wendover,1,US,1612482471,24,40.7391,-114.0733,42.8,13.8
356,Samut Prakan,51,TH,1612482471,78,13.5,100.45,77.0,4.79
357,Brattvåg,28,NO,1612482471,50,62.6002,6.4434,23.0,5.75
